L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
32,18,9,3,2,2,1,0,0,0
32,18,9,3,2,2,1,0,0,0
32,18,9,3,2,2,1,0,0,0
32,18,9,3,2,2,1,0,0,0
32,18,9,3,2,2,1,0,0,0
32,18,10,3,2,2,1,0,0,0
32,19,10,3,2,2,1,0,0,0
33,19,10,3,2,2,1,0,0,0
33,19,10,3,2,2,1,0,0,0
33,19,10,3,2,2,1,0,0,0
33,19,10,3,2,2,1,0,0,0
33,19,10,3,2,2,1,0,0,0
33,19,11,3,2,2,1,0,0,0
33,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
34,20,11,3,2,2,1,0,0,0
35,20,11,3,2,2,1,0,0,0
35,20,11,3,2,2,1,0,0,0
35,20,11,3,2,2,1,0,0,0
35,20,11,3,2,2,1,0,0,0
35,20,11,3,2,2,1,0,0,0
35,20,11,3,2,2,1,0,0,0
35,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
36,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
37,21,11,3,2,2,1,0,0,0
38,21,11,3,2,2,1,0,0,0
38,21,11,3,2,2,1,0,0,0
38,21,11,3,2,2,1,0,0,0
38,21,11,3,3,2,1,0,0,0
38,21,11,4,3,2,1,0,0,0
38,21,12,4,3,2,1,0,0,0
38,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
39,22,12,4,3,2,1,0,0,0
40,22,12,4,3,2,1,0,0,0
40,22,12,4,3,2,1,0,0,0
40,22,12,4,3,2,1,0,0,0
40,22,12,4,3,2,1,0,0,0
40,22,12,4,3,2,1,0,0,0
40,22,12,4,3,2,1,0,0,0
40,23,12,4,3,2,1,0,0,0
41,23,12,4,3,2,1,0,0,0
41,23,12,4,3,2,1,0,0,0
41,23,12,4,3,2,1,0,0,0
41,23,12,4,3,2,1,0,0,0
41,23,12,4,3,2,1,0,0,0
41,23,13,4,3,2,1,0,0,0
41,24,13,4,3,2,1,0,0,0
42,24,13,4,3,2,1,0,0,0
42,24,13,4,3,2,1,0,0,0
42,24,13,4,3,2,1,0,0,0
42,24,13,4,3,2,1,0,0,0
42,24,13,4,3,2,1,0,0,0
42,24,13,4,3,2,1,0,0,0
42,25,13,4,3,2,1,0,0,0
43,25,13,4,3,2,1,0,0,0
43,25,13,4,3,2,1,0,0,0
43,25,13,4,3,2,1,0,0,0
43,25,13,4,3,2,1,0,0,0
43,25,13,4,3,2,1,0,0,0
43,25,13,4,3,2,1,0,0,0
43,26,13,4,3,2,1,0,0,0
44,26,13,4,3,2,1,0,0,0
44,26,13,4,3,2,1,0,0,0
44,26,13,4,3,2,1,0,0,0
44,26,13,4,3,2,1,0,0,0
44,26,13,4,3,2,1,0,0,0
44,26,14,4,3,2,1,0,0,0
44,27,14,4,3,2,1,0,0,0
45,27,14,4,3,2,1,0,0,0
45,27,14,4,3,2,1,0,0,0
45,27,14,4,3,2,1,0,0,0
45,27,14,4,3,2,1,0,0,0
45,27,14,4,3,2,1,0,0,0
45,27,14,4,3,2,1,0,0,0
45,28,14,4,3,2,1,0,0,0
46,28,14,4,3,2,1,0,0,0
46,28,14,4,3,2,1,0,0,0
46,28,14,4,3,2,1,0,0,0
46,28,14,4,3,2,1,0,0,0
46,28,14,4,3,2,1,0,0,0
46,28,14,4,3,2,1,0,0,0
46,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
47,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
48,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
49,29,14,4,3,2,1,0,0,0
50,29,14,4,3,2,1,0,0,0
50,29,14,4,3,2,1,1,0,0
50,29,14,4,3,2,2,1,0,0
50,29,14,4,3,3,2,1,0,0
50,29,14,4,4,3,2,1,0,0
50,29,14,5,4,3,2,1,0,0
50,29,15,5,4,3,2,1,0,0
50,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,30,15,5,4,3,2,1,0,0
51,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
52,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,31,15,5,4,3,2,1,0,0
53,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
54,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
55,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
56,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
57,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,32,15,5,4,3,2,1,0,0
58,33,15,5,4,3,2,1,0,0
59,33,15,5,4,3,2,1,0,0
59,33,15,5,4,3,2,1,0,0
59,33,15,5,4,3,2,1,0,0
59,33,15,5,4,3,2,1,0,0
59,33,15,5,5,3,2,1,0,0
59,33,15,6,5,3,2,1,0,0
59,33,16,6,5,3,2,1,0,0
59,34,16,6,5,3,2,1,0,0
60,34,16,6,5,3,2,1,0,0
60,34,16,6,5,3,2,1,0,0
60,34,16,6,5,3,2,1,0,0
60,34,16,6,5,3,2,1,0,0
60,34,16,6,5,3,2,1,0,0
60,34,16,6,5,3,2,1,0,0
60,34,17,6,5,3,2,1,0,0
60,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
61,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
62,35,17,6,5,3,2,1,0,0
63,35,17,6,5,3,2,1,0,0
63,35,17,6,5,3,2,1,0,0
63,35,17,6,5,3,2,1,0,0
63,35,17,6,5,3,2,1,0,0
63,35,17,6,5,3,2,1,0,0
63,35,17,7,5,3,2,1,0,0
63,35,18,7,5,3,2,1,0,0
63,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
64,36,18,7,5,3,2,1,0,0
65,36,18,7,5,3,2,1,0,0
65,36,18,7,5,3,2,1,0,0
65,36,18,7,5,3,2,1,0,0
65,36,18,7,5,3,2,1,0,0
65,36,18,7,5,3,2,1,0,0
65,36,18,7,5,3,2,1,0,0
65,36,19,7,5,3,2,1,0,0
65,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
66,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
67,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
68,37,19,7,5,3,2,1,0,0
69,37,19,7,5,3,2,1,0,0
69,37,19,7,5,3,2,1,0,0
69,37,19,7,5,3,2,1,0,0
69,37,19,7,5,4,2,1,0,0
69,37,19,7,6,4,2,1,0,0
69,37,19,8,6,4,2,1,0,0
69,37,20,8,6,4,2,1,0,0
69,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,38,20,8,6,4,2,1,0,0
70,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
71,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
72,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,39,20,8,6,4,2,1,0,0
73,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
74,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
75,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
76,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,40,20,8,6,4,2,1,0,0
77,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
78,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
79,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
80,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,41,20,8,6,4,2,1,0,0
81,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
82,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
83,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
84,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
85,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
86,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
87,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
88,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
89,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
90,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
91,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
92,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
93,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,42,20,8,6,4,2,1,0,0
94,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
95,43,20,8,6,4,2,1,0,0
96,43,20,8,6,4,2,1,0,0
96,43,20,8,6,4,2,1,0,0
96,43,20,8,6,4,2,1,0,0
96,43,20,8,6,4,2,1,0,0
96,43,20,8,6,4,2,1,0,0
96,43,20,9,6,4,2,1,0,0
96,43,21,9,6,4,2,1,0,0
96,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
97,44,21,9,6,4,2,1,0,0
